"","CID","PROD_TYPE","PROD_MOD","PROD_MOD2","CITY","CITY2","AGE","GEN","INCOME","LOAN","NUM_FREE_VIS","NUM_PAID_VIS","FREE_AV_US","PAID_AV_US","PAID_AV_TIME","PAID_AV_FD","NUM_OVRCH","VISIT3","VISTIME_23"
"9340","ABC9340","SB","SB4","7","DEL","2","41","0","16.48","0","3","0","2288.8",NA,NA,NA,NA,NA,NA
"9341","ABC9341","SB","SB4","7","HYD","3","41","1","5.2","1","3","2","2004.91","3119.76","219","5","0","0",NA
"9342","ABC9342","SC","SC2","1","HYD","3","34","0","13.68","0","3","1","2307.83","7372.46","247","7.2","1",NA,NA
"9343","ABC9343","SC","SC3","2","CHE","4","40","0","11.91","1","2","1","3723.44","7552.72","285","5.5","1",NA,NA
"9344","ABC9344","SB","SB2","4","HYD","3","48","0","22.76","0","2","2","4523.84","2768.48","200","6.8","0","0",NA
"9345","ABC9345","SB","SB4","7","KOL","5","41","0","11.21","0","3","1","2190.65","9591.8","330","6.4","0",NA,NA
"9346","ABC9346","SB","SB1","6","KOL","5","44","0","14.54","1","3","2","1592.76","1724.7","169","7.3","1","0",NA
"9347","ABC9347","SC","SC1","0","CHE","4","35","1","8.62","0","3","1","2487.18","7327.73","183","7","0",NA,NA
"9348","ABC9348","SC","SC3","2","HYD","3","40","0","12.95","1","3","0","2166.84",NA,NA,NA,NA,NA,NA
"9349","ABC9349","SB","SB4","7","KOL","5","40","0","10.35","1","2","1","4169.99","8261.76","249","6.8","0",NA,NA
"9350","ABC9350","SB","SB2","4","DEL","2","46","1","14.11","0","1","0","3946.93",NA,NA,NA,NA,NA,NA
"9351","ABC9351","SC","SC3","2","HYD","3","38","0","12.25","0","3","1","1352.64","7330.61","238","7.3","0",NA,NA
"9352","ABC9352","SC","SC2","1","MUM","0","37","0","15.33","1","3","1","1848.9","8242.19","211","6.1","0",NA,NA
"9353","ABC9353","SB","SB2","4","KOL","5","36","0","12.32","1","3","0","2015.15",NA,NA,NA,NA,NA,NA
"9354","ABC9354","SB","SB2","4","CHE","4","46","0","23.89","0","2","1","4427.23","9217.66","286","6.1","0",NA,NA
"9355","ABC9355","SC","SC4","3","BNG","1","39","0","6.2","0","3","0","1822.59",NA,NA,NA,NA,NA,NA
"9356","ABC9356","SC","SC4","3","CHE","4","37","1","4.44","0","2","1","4731.5","8824.9","249","7.9","0",NA,NA
"9357","ABC9357","SC","SC1","0","DEL","2","34","0","8.48","1","3","2","2509.71","3019.12","189","5.6","0","0",NA
"9358","ABC9358","SC","SC2","1","HYD","3","38","1","5.65","1","3","2","2317.43","2964.18","192","5.9","0","1","340"
"9359","ABC9359","SC","SC3","2","BNG","1","45","0","17.65","0","3","1","1655.53","9316.65","250","8.4","0",NA,NA
"9360","ABC9360","SC","SC3","2","DEL","2","45","1","14.54","1","2","1","4671.51","7609.11","251","8.3","1",NA,NA
"9361","ABC9361","SC","SC3","2","BNG","1","49","0","15.4","1","3","2","2117.44","2605.18","192","7.5","0","0",NA
"9362","ABC9362","SB","SB5","5","BNG","1","39","1","9.73","0","1","0","5350.54",NA,NA,NA,NA,NA,NA
"9363","ABC9363","SC","SC4","3","CHE","4","33","0","6.87","0","3","2","2249.25","3578.66","194","8","1","0",NA
"9364","ABC9364","SB","SB2","4","DEL","2","35","0","5.13","0","3","0","1494.49",NA,NA,NA,NA,NA,NA
"9365","ABC9365","SC","SC4","3","KOL","5","43","1","11.78","1","2","1","3281.09","7935.59","227","6.3","1",NA,NA
"9366","ABC9366","SC","SC2","1","BNG","1","37","0","12.21","1","3","1","1698.88","7999.13","287","5.5","0",NA,NA
"9367","ABC9367","SB","SB1","6","CHE","4","29","1","8.03","0","2","0","4535.3",NA,NA,NA,NA,NA,NA
"9368","ABC9368","SB","SB4","7","HYD","3","44","1","11.31","0","3","2","2468.91","3055.23","197","7.5","0","0",NA
"9369","ABC9369","SC","SC1","0","BNG","1","36","0","7.42","0","2","1","4752.71","6936.74","275","6.9","1",NA,NA
"9370","ABC9370","SC","SC2","1","KOL","5","39","0","7.56","1","1","2","5062.22","2512.22","152","6.7","0","0",NA
"9371","ABC9371","SC","SC3","2","MUM","0","37","0","14.48","0","2","1","4009.88","7336.82","186","7.4","0",NA,NA
"9372","ABC9372","SB","SB3","8","KOL","5","37","0","11","1","3","0","2380.06",NA,NA,NA,NA,NA,NA
"9373","ABC9373","SB","SB4","7","MUM","0","45","0","17.95","0","3","0","2046.66",NA,NA,NA,NA,NA,NA
"9374","ABC9374","SB","SB2","4","CHE","4","37","0","14.22","0","3","1","1698.38","9178.9","238","7.5","1",NA,NA
"9375","ABC9375","SC","SC1","0","CHE","4","40","1","3.88","1","3","1","1964.04","5985.12","278","7.3","0",NA,NA
"9376","ABC9376","SB","SB1","6","HYD","3","32","0","7.02","1","3","0","2491.9",NA,NA,NA,NA,NA,NA
"9377","ABC9377","SB","SB4","7","KOL","5","35","0","9.28","1","3","0","2472.48",NA,NA,NA,NA,NA,NA
"9378","ABC9378","SB","SB2","4","HYD","3","41","0","18.3","1","2","1","4617.79","8611.64","283","7.4","0",NA,NA
"9379","ABC9379","SB","SB4","7","CHE","4","31","0","10.07","0","2","0","3128.22",NA,NA,NA,NA,NA,NA
"9380","ABC9380","SB","SB5","5","BNG","1","42","1","9.89","1","3","2","2503.56","2691.09","152","5.9","0","0",NA
"9381","ABC9381","SC","SC3","2","DEL","2","49","0","18.97","1","3","1","1387.28","8846.53","256","7.2","0",NA,NA
"9382","ABC9382","SB","SB3","8","CHE","4","37","1","7.9","1","3","1","2388.11","9896.28","300","6.9","0",NA,NA
"9383","ABC9383","SC","SC4","3","HYD","3","36","1","0.36","1","3","0","1137.79",NA,NA,NA,NA,NA,NA
"9384","ABC9384","SB","SB3","8","DEL","2","48","0","17.6","1","3","1","2613.24","6795.84","252","5.6","1",NA,NA
"9385","ABC9385","SC","SC4","3","DEL","2","38","0","15.39","1","3","1","2238.83","9167.92","310","7.3","1",NA,NA
"9386","ABC9386","SC","SC2","1","HYD","3","37","1","10.6","1","2","2","4006.52","3042.24","197","7.7","1","0",NA
"9387","ABC9387","SB","SB2","4","HYD","3","41","1","9.6","0","2","0","3491.89",NA,NA,NA,NA,NA,NA
"9388","ABC9388","SC","SC3","2","BNG","1","33","0","11.88","0","2","1","4314.56","6656.01","212","7.5","1",NA,NA
"9389","ABC9389","SB","SB3","8","MUM","0","46","0","16.4","1","3","1","2663.24","7248.1","345","6.5","0",NA,NA
"9390","ABC9390","SC","SC1","0","DEL","2","36","0","8.29","1","3","1","1721.86","9323.96","331","8.2","0",NA,NA
"9391","ABC9391","SB","SB3","8","KOL","5","50","0","21.65","0","3","2","1930.59","2287.75","167","5.9","0","0",NA
"9392","ABC9392","SB","SB1","6","DEL","2","43","1","10.97","0","2","0","4506.79",NA,NA,NA,NA,NA,NA
"9393","ABC9393","SB","SB5","5","HYD","3","42","0","14.09","0","2","2","3779.87","3094.76","204","6.1","0","0",NA
"9394","ABC9394","SB","SB5","5","BNG","1","44","0","20.21","0","2","0","3982.91",NA,NA,NA,NA,NA,NA
"9395","ABC9395","SC","SC4","3","KOL","5","41","1","14.4","0","3","2","2726.73","3075.56","187","7.2","0","0",NA
"9396","ABC9396","SB","SB2","4","HYD","3","48","0","20.96","0","3","2","1882.35","2731.86","168","5.1","0","0",NA
"9397","ABC9397","SC","SC3","2","CHE","4","43","0","13.97","1","3","0","2552.71",NA,NA,NA,NA,NA,NA
"9398","ABC9398","SB","SB4","7","BNG","1","36","0","12.04","0","1","1","3968.3","7130.5","315","6.9","1",NA,NA
"9399","ABC9399","SB","SB4","7","HYD","3","41","0","11.97","1","3","1","1779.07","8852.64","183","7.7","0",NA,NA
"9400","ABC9400","SB","SB2","4","CHE","4","43","0","11.26","0","2","2","2700.41","2743.7","175","6.7","1","1","349"
"9401","ABC9401","SC","SC1","0","CHE","4","43","0","17.54","0","3","1","1503.71","8547.88","325","6.6","0",NA,NA
"9402","ABC9402","SC","SC4","3","HYD","3","46","1","17.66","0","2","1","4322.07","7391.74","352","5.4","0",NA,NA
"9403","ABC9403","SB","SB4","7","MUM","0","41","1","5.56","0","3","1","1824.2","7852.27","205","6.3","0",NA,NA
"9404","ABC9404","SC","SC1","0","CHE","4","39","0","16.68","1","3","1","1720.95","8679.95","297","5.6","0",NA,NA
"9405","ABC9405","SC","SC3","2","BNG","1","45","0","19.59","1","3","1","2064.33","8073.24","183","6.2","0",NA,NA
"9406","ABC9406","SB","SB4","7","KOL","5","36","0","11.52","0","3","1","1934.95","9994.1","198","7.4","0",NA,NA
"9407","ABC9407","SC","SC3","2","KOL","5","44","0","17.67","0","2","1","4474.34","7937.03","240","6.7","0",NA,NA
"9408","ABC9408","SB","SB2","4","CHE","4","39","1","14.49","0","3","1","2206.92","9101.75","284","5.3","1",NA,NA
"9409","ABC9409","SB","SB5","5","HYD","3","36","0","7.64","1","3","1","1225.28","8364.36","260","7.1","0",NA,NA
"9410","ABC9410","SC","SC3","2","MUM","0","49","0","20.65","0","3","2","1641.97","3379.92","190","9","1","1","349"
"9411","ABC9411","SC","SC2","1","KOL","5","34","0","7.33","0","3","1","2118.15","7957.71","224","6.6","0",NA,NA
"9412","ABC9412","SB","SB1","6","CHE","4","47","0","17.66","1","2","1","3696.62","6992.42","195","5.2","0",NA,NA
"9413","ABC9413","SB","SB1","6","BNG","1","38","0","11.58","0","2","1","3965.36","6271.04","249","7.6","0",NA,NA
"9414","ABC9414","SB","SB4","7","DEL","2","37","0","12.6","1","3","1","2619.99","5331.31","357","6.2","0",NA,NA
"9415","ABC9415","SC","SC3","2","HYD","3","39","1","8.12","1","3","2","1999.39","3034.78","178","6.3","0","0",NA
"9416","ABC9416","SB","SB1","6","HYD","3","39","1","13.66","1","3","1","2134.14","5663.6","338","8.3","0",NA,NA
"9417","ABC9417","SB","SB1","6","KOL","5","53","0","25.61","0","3","1","2389.37","9385.3","206","6.4","0",NA,NA
"9418","ABC9418","SB","SB1","6","DEL","2","43","1","10.87","1","3","2","2382.92","2167.07","137","6.1","0","0",NA
"9419","ABC9419","SB","SB5","5","CHE","4","33","0","9.49","1","3","1","1568.02","5889.44","276","7.9","0",NA,NA
"9420","ABC9420","SB","SB4","7","KOL","5","32","1","6.85","0","2","2","3657","2968.62","183","6.9","0","0",NA
"9421","ABC9421","SB","SB2","4","KOL","5","44","0","18.03","1","2","2","4466.28","2670.99","190","7.9","0","0",NA
"9422","ABC9422","SC","SC3","2","MUM","0","38","0","10.25","0","3","0","2411.93",NA,NA,NA,NA,NA,NA
"9423","ABC9423","SB","SB4","7","CHE","4","34","0","12.22","0","3","2","2307.77","2906.24","176","7.2","0","0",NA
"9424","ABC9424","SB","SB4","7","MUM","0","38","1","4.62","0","2","1","2919.58","7825.07","256","8.7","0",NA,NA
"9425","ABC9425","SC","SC2","1","HYD","3","32","0","11.61","1","2","2","3744.06","2863.21","161","7.2","1","0",NA
"9426","ABC9426","SC","SC4","3","DEL","2","42","0","12.33","1","3","1","1620.13","8199.63","237","6.3","0",NA,NA
"9427","ABC9427","SC","SC3","2","HYD","3","29","0","12.36","1","3","2","1655.03","3174.03","167","6.8","0","1","357"
"9428","ABC9428","SB","SB1","6","CHE","4","41","0","13.33","0","2","0","3677.55",NA,NA,NA,NA,NA,NA
"9429","ABC9429","SC","SC1","0","MUM","0","39","0","12.92","0","3","0","2271.21",NA,NA,NA,NA,NA,NA
"9430","ABC9430","SC","SC1","0","MUM","0","36","0","9.96","1","3","1","1845.24","6976.17","222","8","0",NA,NA
"9431","ABC9431","SC","SC2","1","DEL","2","38","0","10.08","1","1","1","4473.72","7046.74","276","8.6","0",NA,NA
"9432","ABC9432","SB","SB4","7","KOL","5","38","1","7.49","0","1","1","4467.54","8629.12","266","6.9","0",NA,NA
"9433","ABC9433","SC","SC2","1","DEL","2","47","0","13.01","0","3","2","2045.64","2972.46","209","7.4","0","0",NA
"9434","ABC9434","SB","SB3","8","CHE","4","44","0","19.61","1","3","1","1762.56","7282.17","275","6.8","1",NA,NA
"9435","ABC9435","SB","SB5","5","HYD","3","50","0","18.39","0","3","0","2897.31",NA,NA,NA,NA,NA,NA
"9436","ABC9436","SC","SC2","1","HYD","3","37","0","17.75","1","3","0","2032.47",NA,NA,NA,NA,NA,NA
"9437","ABC9437","SB","SB5","5","CHE","4","42","0","21.11","0","2","2","3378.13","3048.38","188","7.8","0","1","335"
"9438","ABC9438","SC","SC2","1","KOL","5","37","1","6.41","0","2","1","3957.43","7004.35","324","5.5","0",NA,NA
"9439","ABC9439","SB","SB4","7","KOL","5","43","0","10.75","1","2","1","2787.96","8720.78","251","7.4","0",NA,NA
"9440","ABC9440","SB","SB1","6","KOL","5","27","0","6.85","0","2","0","4208.55",NA,NA,NA,NA,NA,NA
"9441","ABC9441","SB","SB4","7","BNG","1","38","1","8.77","0","3","0","2055.85",NA,NA,NA,NA,NA,NA
"9442","ABC9442","SC","SC3","2","CHE","4","41","1","11.46","1","3","1","2027","7728.4","279","7.8","1",NA,NA
"9443","ABC9443","SB","SB5","5","BNG","1","41","1","8.03","1","3","1","2005.87","7350.96","264","6","0",NA,NA
"9444","ABC9444","SB","SB3","8","MUM","0","45","0","15.65","0","3","1","1943.67","7445.98","312","8.4","0",NA,NA
"9445","ABC9445","SC","SC1","0","BNG","1","38","0","12.06","1","3","1","2396.2","8393.49","270","6.9","0",NA,NA
"9446","ABC9446","SC","SC4","3","CHE","4","40","1","11.09","0","3","1","1999.16","7176.21","308","6.8","0",NA,NA
"9447","ABC9447","SB","SB3","8","DEL","2","41","0","12.9","0","3","2","1499.87","3650.96","180","7.3","0","1","349"
"9448","ABC9448","SB","SB3","8","HYD","3","32","0","11.01","1","2","1","3118.75","8189.1","222","5.3","0",NA,NA
"9449","ABC9449","SB","SB1","6","HYD","3","45","1","15.07","0","3","2","1396.66","2262.92","210","4.7","0","0",NA
"9450","ABC9450","SB","SB3","8","KOL","5","35","0","7.08","1","3","0","1947.92",NA,NA,NA,NA,NA,NA
"9451","ABC9451","SB","SB3","8","CHE","4","45","0","20.6","0","3","0","1287.71",NA,NA,NA,NA,NA,NA
"9452","ABC9452","SB","SB1","6","HYD","3","39","1","9.8","0","2","0","4242.16",NA,NA,NA,NA,NA,NA
"9453","ABC9453","SC","SC1","0","CHE","4","36","0","13.79","1","3","2","2178.97","3497.45","192","7.8","1","0",NA
"9454","ABC9454","SB","SB3","8","BNG","1","45","1","13.07","0","3","0","1587.05",NA,NA,NA,NA,NA,NA
"9455","ABC9455","SC","SC2","1","DEL","2","42","0","21.04","0","3","1","2123.55","8605.83","243","5.5","0",NA,NA
"9456","ABC9456","SC","SC1","0","HYD","3","48","0","24.24","0","3","1","1795.09","7867.41","220","6.6","0",NA,NA
"9457","ABC9457","SB","SB5","5","BNG","1","49","0","20.46","0","2","0","4046.87",NA,NA,NA,NA,NA,NA
"9458","ABC9458","SC","SC3","2","KOL","5","37","0","11.59","1","2","2","4143.93","3939.5","172","7.7","0","0",NA
"9459","ABC9459","SB","SB4","7","HYD","3","31","0","8.91","1","2","2","3729.2","2657.12","200","6.1","0","0",NA
"9460","ABC9460","SC","SC3","2","HYD","3","48","0","17.36","0","3","0","1960.56",NA,NA,NA,NA,NA,NA
"9461","ABC9461","SC","SC1","0","BNG","1","39","0","18.94","1","1","2","4772.59","1778.48","203","8","0","0",NA
"9462","ABC9462","SC","SC1","0","HYD","3","46","1","16.09","1","3","2","1733.77","2586.93","185","7.1","0","0",NA
"9463","ABC9463","SC","SC4","3","BNG","1","47","0","15.56","1","2","1","4386.34","8254.72","295","7","0",NA,NA
"9464","ABC9464","SC","SC2","1","BNG","1","39","0","13.23","0","3","0","2353.49",NA,NA,NA,NA,NA,NA
"9465","ABC9465","SB","SB4","7","MUM","0","38","0","10.57","0","2","1","2962.84","8821.11","308","7.3","2",NA,NA
"9466","ABC9466","SC","SC2","1","KOL","5","42","0","19.48","1","1","0","5744.55",NA,NA,NA,NA,NA,NA
"9467","ABC9467","SC","SC3","2","BNG","1","40","1","7.77","0","3","1","1741.98","7639.78","179","7.7","0",NA,NA
"9468","ABC9468","SB","SB2","4","CHE","4","49","1","12.92","1","1","0","5471.16",NA,NA,NA,NA,NA,NA
"9469","ABC9469","SC","SC1","0","KOL","5","37","0","9.74","0","2","0","4686.09",NA,NA,NA,NA,NA,NA
"9470","ABC9470","SB","SB2","4","DEL","2","32","1","2.74","0","3","0","2413.2",NA,NA,NA,NA,NA,NA
"9471","ABC9471","SB","SB5","5","KOL","5","44","0","16.21","1","3","0","2019.76",NA,NA,NA,NA,NA,NA
"9472","ABC9472","SC","SC4","3","DEL","2","43","0","22.55","0","2","1","4886.3","9527","278","6.2","0",NA,NA
"9473","ABC9473","SB","SB5","5","KOL","5","35","1","5.52","0","3","2","1839.46","3164.76","167","6.2","0","0",NA
"9474","ABC9474","SB","SB4","7","BNG","1","40","0","15.46","0","3","1","2273.81","7201.06","327","6.9","1",NA,NA
"9475","ABC9475","SB","SB1","6","BNG","1","45","0","18.92","1","3","2","2104.97","2110.79","231","7","0","0",NA
"9476","ABC9476","SC","SC2","1","MUM","0","40","1","7.28","0","3","2","2620.25","3319.77","164","6.7","0","0",NA
"9477","ABC9477","SB","SB3","8","CHE","4","42","1","7.14","1","3","0","1450.4",NA,NA,NA,NA,NA,NA
"9478","ABC9478","SC","SC3","2","CHE","4","44","0","17.29","0","2","1","4238.4","8393.35","281","7.7","0",NA,NA
"9479","ABC9479","SB","SB5","5","KOL","5","33","0","9.42","1","3","0","2233.79",NA,NA,NA,NA,NA,NA
"9480","ABC9480","SB","SB1","6","DEL","2","45","0","16.48","1","2","0","3566.73",NA,NA,NA,NA,NA,NA
"9481","ABC9481","SB","SB1","6","BNG","1","40","1","7.78","0","3","1","2880.71","7428.4","285","7.1","0",NA,NA
"9482","ABC9482","SC","SC1","0","KOL","5","40","1","10.44","1","2","0","4417.48",NA,NA,NA,NA,NA,NA
"9483","ABC9483","SB","SB2","4","KOL","5","41","1","7.26","1","3","0","1390.65",NA,NA,NA,NA,NA,NA
"9484","ABC9484","SB","SB5","5","HYD","3","36","0","5.06","1","2","2","3932.09","2857.97","191","9.5","0","0",NA
"9485","ABC9485","SB","SB3","8","KOL","5","39","0","16.26","0","3","0","1994.71",NA,NA,NA,NA,NA,NA
"9486","ABC9486","SC","SC1","0","CHE","4","47","1","12.36","0","3","0","1751.19",NA,NA,NA,NA,NA,NA
"9487","ABC9487","SB","SB4","7","MUM","0","45","1","15.36","0","2","0","3821",NA,NA,NA,NA,NA,NA
"9488","ABC9488","SB","SB2","4","HYD","3","38","0","13.54","0","3","1","2706.75","8005.03","273","7.1","1",NA,NA
"9489","ABC9489","SC","SC2","1","DEL","2","40","0","16.86","1","3","2","2427.67","2230.09","141","6.5","0","0",NA
"9490","ABC9490","SC","SC4","3","HYD","3","42","1","11.58","0","2","1","3437.91","9317.58","255","6.4","2",NA,NA
"9491","ABC9491","SB","SB1","6","HYD","3","41","0","22.64","0","1","0","4628.2",NA,NA,NA,NA,NA,NA
"9492","ABC9492","SB","SB1","6","CHE","4","36","0","14.65","1","1","2","7051.12","3100.98","152","6.3","0","0",NA
"9493","ABC9493","SC","SC3","2","HYD","3","41","1","9.75","0","3","2","2024.6","3076.56","179","6.6","0","0",NA
"9494","ABC9494","SC","SC2","1","MUM","0","36","0","11.75","0","3","1","2062.99","6891.2","278","9.5","0",NA,NA
"9495","ABC9495","SC","SC4","3","DEL","2","35","0","9.48","0","3","1","1763.74","7881.13","324","6.9","0",NA,NA
"9496","ABC9496","SB","SB1","6","KOL","5","31","0","7.63","0","3","2","1989.41","4262.52","177","6.6","0","0",NA
"9497","ABC9497","SB","SB5","5","BNG","1","31","0","13.29","1","2","2","3108.69","1543.92","162","8.8","0","0",NA
"9498","ABC9498","SB","SB5","5","CHE","4","48","0","21.03","0","3","1","2135.96","6604.53","274","6.6","0",NA,NA
"9499","ABC9499","SC","SC4","3","MUM","0","38","0","11.61","0","3","1","1537.68","7304.32","246","7.8","0",NA,NA
"9500","ABC9500","SC","SC1","0","CHE","4","48","0","22.46","0","3","1","2000.32","8898.98","259","6.9","0",NA,NA
"9501","ABC9501","SB","SB5","5","KOL","5","41","0","10.61","0","1","2","2926.94","2347.38","207","8.4","1","0",NA
"9502","ABC9502","SC","SC1","0","HYD","3","38","1","4.2","1","3","2","2623.49","2799.27","173","8.1","0","0",NA
"9503","ABC9503","SC","SC4","3","KOL","5","39","1","9.72","1","3","0","2277.27",NA,NA,NA,NA,NA,NA
"9504","ABC9504","SB","SB3","8","KOL","5","43","1","8.3","1","2","1","3441.35","8317.24","289","8.2","0",NA,NA
"9505","ABC9505","SC","SC3","2","KOL","5","42","1","9.57","1","3","0","2542.57",NA,NA,NA,NA,NA,NA
"9506","ABC9506","SB","SB1","6","KOL","5","35","0","8.12","0","3","0","2296.55",NA,NA,NA,NA,NA,NA
"9507","ABC9507","SB","SB1","6","BNG","1","30","0","6.92","0","1","1","4243.24","8116.51","258","6.6","0",NA,NA
"9508","ABC9508","SC","SC3","2","BNG","1","34","0","11","0","3","2","1907.14","2815.13","177","7.8","0","0",NA
"9509","ABC9509","SC","SC4","3","KOL","5","50","0","19.41","1","2","0","3496.55",NA,NA,NA,NA,NA,NA
"9510","ABC9510","SB","SB2","4","BNG","1","42","0","17.57","0","3","0","2004.1",NA,NA,NA,NA,NA,NA
"9511","ABC9511","SC","SC1","0","DEL","2","49","0","18.22","0","3","1","2021.71","7711.55","351","6.7","0",NA,NA
"9512","ABC9512","SC","SC2","1","HYD","3","39","0","13.24","1","3","2","2204.12","3285.43","182","7.5","0","0",NA
"9513","ABC9513","SC","SC1","0","KOL","5","43","0","16.96","0","3","1","2026.84","6636.98","319","7.4","0",NA,NA
"9514","ABC9514","SC","SC1","0","KOL","5","33","1","0","0","2","1","4199.16","9596.15","264","6.4","0",NA,NA
"9515","ABC9515","SB","SB2","4","HYD","3","47","1","11.56","0","3","1","2278.06","7126.43","217","7.1","0",NA,NA
"9516","ABC9516","SB","SB2","4","HYD","3","36","1","2.32","0","3","2","2542.43","3507.37","175","8.3","0","0",NA
"9517","ABC9517","SB","SB3","8","HYD","3","38","0","15.58","1","3","2","2252.21","3204.74","181","5.3","0","0",NA
"9518","ABC9518","SC","SC4","3","DEL","2","42","0","17.55","0","3","1","2510.93","7389.53","269","4.6","0",NA,NA
"9519","ABC9519","SB","SB1","6","CHE","4","40","0","12.15","1","3","1","2131.2","8472.52","231","5.8","0",NA,NA
"9520","ABC9520","SC","SC4","3","CHE","4","42","0","18.46","0","1","0","4744.56",NA,NA,NA,NA,NA,NA
"9521","ABC9521","SC","SC4","3","MUM","0","43","0","15.59","1","2","1","3794.16","7047.32","301","5.6","0",NA,NA
"9522","ABC9522","SC","SC1","0","BNG","1","44","0","16.47","1","2","1","4293.01","7462.74","283","6.5","0",NA,NA
"9523","ABC9523","SB","SB5","5","DEL","2","38","0","15.2","1","2","2","4770.83","2843.61","157","8.1","0","0",NA
"9524","ABC9524","SC","SC1","0","MUM","0","41","1","6.78","1","3","1","1688.13","8652.05","194","6.8","1",NA,NA
"9525","ABC9525","SB","SB3","8","CHE","4","40","1","9.35","1","3","0","2426.74",NA,NA,NA,NA,NA,NA
"9526","ABC9526","SB","SB5","5","BNG","1","37","1","9.22","0","3","1","1995.04","10000","259","7.6","0",NA,NA
"9527","ABC9527","SC","SC4","3","CHE","4","37","1","11.04","0","2","1","3293.31","6771.66","292","9.4","0",NA,NA
"9528","ABC9528","SC","SC2","1","DEL","2","42","0","15.99","0","3","1","1557.93","8219.18","283","7.9","0",NA,NA
"9529","ABC9529","SC","SC4","3","HYD","3","41","0","13.93","1","3","1","2579.42","6046.67","291","6.9","0",NA,NA
"9530","ABC9530","SB","SB4","7","DEL","2","31","1","1.2","1","2","1","3694.79","9600.86","194","8.3","0",NA,NA
"9531","ABC9531","SC","SC1","0","DEL","2","36","0","13.99","1","3","2","2258.09","2724.99","189","7.2","0","0",NA
"9532","ABC9532","SB","SB2","4","MUM","0","43","0","15.64","0","3","2","1918.13","4033.32","184","6.9","0","0",NA
"9533","ABC9533","SC","SC2","1","KOL","5","36","0","8.56","0","3","1","1616.38","7845.95","308","8.7","0",NA,NA
"9534","ABC9534","SB","SB4","7","KOL","5","45","0","20.78","0","1","1","4289.91","8110.93","243","8.2","0",NA,NA
"9535","ABC9535","SC","SC3","2","MUM","0","48","1","11.58","1","2","1","3128.53","7016.44","188","6.9","0",NA,NA
"9536","ABC9536","SC","SC2","1","BNG","1","35","0","6.83","0","3","1","2099.96","8710.28","191","8.3","0",NA,NA
"9537","ABC9537","SC","SC4","3","HYD","3","41","0","18.86","1","2","1","4691.7","9508.92","252","8.3","0",NA,NA
"9538","ABC9538","SC","SC3","2","HYD","3","35","0","8.9","0","3","0","1943.05",NA,NA,NA,NA,NA,NA
"9539","ABC9539","SC","SC2","1","BNG","1","47","0","12.68","0","3","0","1942.08",NA,NA,NA,NA,NA,NA
"9540","ABC9540","SC","SC3","2","DEL","2","42","1","10.82","1","3","1","1675","6555.98","224","7.4","0",NA,NA
"9541","ABC9541","SC","SC3","2","CHE","4","33","0","11.37","1","2","2","3869.01","2497.37","199","8.6","0","0",NA
"9542","ABC9542","SC","SC3","2","CHE","4","46","1","16.15","1","2","0","4007.79",NA,NA,NA,NA,NA,NA
"9543","ABC9543","SC","SC4","3","HYD","3","40","0","11.1","1","3","2","1472.49","2453.26","177","7.7","0","0",NA
"9544","ABC9544","SB","SB1","6","BNG","1","37","1","8.18","0","3","0","1896.49",NA,NA,NA,NA,NA,NA
"9545","ABC9545","SB","SB4","7","HYD","3","43","1","7.46","1","3","2","2179.16","2194.43","157","6.2","0","0",NA
"9546","ABC9546","SB","SB2","4","DEL","2","40","1","5.51","0","3","2","3046.12","2147.78","158","7.1","1","0",NA
"9547","ABC9547","SB","SB5","5","MUM","0","34","0","12.17","1","3","1","1834.36","7166.39","314","8.4","1",NA,NA
"9548","ABC9548","SC","SC2","1","MUM","0","30","0","7.16","1","3","1","1600.89","8148.18","214","5.3","1",NA,NA
"9549","ABC9549","SB","SB5","5","CHE","4","31","0","11","0","3","1","1716.68","7687.86","294","8.5","0",NA,NA
"9550","ABC9550","SB","SB4","7","MUM","0","43","0","14.64","0","3","2","2076.52","2917.52","231","6.6","0","0",NA
"9551","ABC9551","SC","SC4","3","HYD","3","48","0","19.71","1","3","0","2326.56",NA,NA,NA,NA,NA,NA
"9552","ABC9552","SB","SB5","5","DEL","2","38","1","11.98","0","2","0","3654.86",NA,NA,NA,NA,NA,NA
"9553","ABC9553","SC","SC1","0","CHE","4","36","0","10.76","0","3","1","2442.59","8662.9","306","5.4","0",NA,NA
"9554","ABC9554","SB","SB2","4","DEL","2","38","1","7.86","1","2","1","3690.46","7775.11","300","6.9","0",NA,NA
"9555","ABC9555","SC","SC1","0","KOL","5","45","1","14.57","1","3","0","2333.94",NA,NA,NA,NA,NA,NA
"9556","ABC9556","SB","SB1","6","KOL","5","37","1","7.29","0","2","0","4071.04",NA,NA,NA,NA,NA,NA
"9557","ABC9557","SB","SB3","8","CHE","4","34","1","10.87","1","3","1","2335.05","7565.68","217","6.5","0",NA,NA
"9558","ABC9558","SB","SB3","8","HYD","3","39","0","20.84","0","1","1","5824.15","7227.68","247","7.3","0",NA,NA
"9559","ABC9559","SC","SC1","0","MUM","0","37","0","12.02","1","3","1","1861.12","10567.05","308","7.8","0",NA,NA
"9560","ABC9560","SB","SB1","6","KOL","5","40","0","12.73","1","3","1","2508.77","8370.77","264","8.8","1",NA,NA
"9561","ABC9561","SC","SC4","3","KOL","5","39","1","9.43","0","3","2","1644.21","2594.93","220","7.5","0","0",NA
